"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",62384,42582718,42645102,1044150.809416,2593114.008368,3637264.817784,8026981,25631.25
"BANKNIFTY",14800,1407435,1422235,267703.059285,196258.24797,463961.307255,914924,59962.5
"HAL",42330,247596,289926,254711.648385,43156.26342,297867.911805,174477,4045.4
"TRENT",38899,354301,393200,158029.11235,32180.78341,190209.89576,157376,4137
"INFY",27336,220299,247635,168277.6326,19771.78668,188049.41928,334696,1523.6
"POLICYBZR",30610,130968,161578,164305.199135,21171.54732,185476.746455,49970,1561.8
"MCX",10156,57045,67201,154612.934875,28464.719125,183077.654,62363,2397
"DIXON",24980,196836,221816,141977.68659,26986.038605,168963.725195,125264,11419
"VEDL",18286,92679,110965,137750.08131,18449.955885,156200.037195,161114,654.8
"CUMMINSIND",15714,115113,130827,133942.36192,20660.7528,154603.11472,30025,4404
"BHARTIARTL",14626,75273,89899,140031.5765725,9293.15004,149324.7266125,156412,1992.1
"MIDCPNIFTY",7111,188402,195513,116648.14362,32564.577168000003,149212.720788,130907,13693.45
"PFC",23515,99549,123064,125594.09876,14875.92678,140470.02554,96115,414.3
"HINDZINC",14503,88372,102875,107744.4578875,19550.36692,127294.8248075,119069,609.35
"SBIN",13723,96236,109959,110734.82685,13124.1279,123858.95475,183337,1070
"AXISBANK",13813,83634,97447,114586.1044375,7562.5970625,122148.7015,185346,1324.9
"TCS",18667,193610,212277,98580.5021425,14464.7679925,113045.270135,309899,2990.4
"KOTAKBANK",12365,26075,38440,101299.862,3581.013,104880.875,143285,406.25
"ICICIBANK",9896,57668,67564,97584.71681,5054.60921,102639.32602,252470,1396.8
"IOC",10580,53996,64576,90565.6171875,10211.2973625,100776.91455,43856,175.44
"RELIANCE",11847,122172,134019,86037.56795,10586.58005,96624.148,390876,1443.7
"TATASTEEL",7512,34891,42403,80959.70135,8303.80925,89263.5106,80686,197.28
"BSE",6692,35097,41789,72145.10865,11973.5063625,84118.6150125,58424,2880.9
"NATIONALUM",5052,22019,27071,67608.88275,8112.48375,75721.3665,40937,363
"HINDALCO",9947,33307,43254,65155.37679,5505.18178,70660.55857,94260,935.15
"MUTHOOTFIN",6583,21559,28142,64989.29998,5604.902545,70594.202525,33250,3573.2
