"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",50994,35117912,35168906,853745.496318,2143435.120294,2997180.616612,7974135,25620.4
"BANKNIFTY",11676,1190500,1202176,211279.01467200002,166610.842707,377889.857379,916288,59993.9
"HAL",39054,229577,268631,234872.58399,40114.869225,274987.453215,173547,4043.5
"TRENT",34215,317204,351419,138711.35088,29015.30203,167726.65291,156253,4119.5
"INFY",23455,194665,218120,144541.7638,17508.27656,162050.04036,334744,1517.8
"DIXON",22714,178275,200989,129010.871755,24673.02252,153683.894275,126251,11427
"MCX",8435,49642,58077,128622.2173125,24807.1221875,153429.3395,60795,2403.4
"VEDL",16454,84897,101351,123883.04873,16983.60664,140866.65537,161369,653.95
"CUMMINSIND",14188,103495,117683,120524.13604,18362.61134,138886.74738,30160,4378.9
"MIDCPNIFTY",6319,160263,166582,103604.37084,27830.622096,131434.992936,131287,13687.5
"BHARTIARTL",12143,57178,69321,116440.9943625,7212.8010425,123653.795405,153571,1996.1
"HINDZINC",12780,79107,91887,94797.54473,17884.258875,112681.803605,119259,607.1
"AXISBANK",12213,76137,88350,101329.574125,6889.6618125,108219.2359375,184384,1323.3
"TCS",16731,177990,194721,88395.4638175,13343.5639225,101739.02774,309177,2992.1
"SBIN",10812,78484,89296,87307.988325,10742.986575,98050.9749,177844,1074.5
"PFC",13961,60554,74515,74747.21137,9573.81139,84321.02276,92347,408.25
"RELIANCE",10141,101727,111868,73673.7919,8971.56875,82645.36065,389854,1441.9
"ICICIBANK",7435,46334,53769,73393.02537,3879.72025,77272.74562,252431,1404.3
"KOTAKBANK",9046,21064,30110,74259.4676,2902.7446,77162.2122,141941,406.4
"POLICYBZR",13198,43456,56654,68683.0116,6609.857625,75292.869225,49505,1518.6
"TATASTEEL",6192,28229,34421,66607.76595,6599.0716,73206.83755,80615,196.36
"BSE",5843,27635,33478,62949.13605,8827.650975,71776.787025,57936,2890.1
"NATIONALUM",4451,20264,24715,59493.641625,7476.615375,66970.257,41075,360.95
"MUTHOOTFIN",5950,20132,26082,58722.4112475,5301.9569625,64024.36821,33249,3584.8
"KAYNES",14494,60457,74951,52649.1832,9068.47784,61717.66104,78747,3629
"HINDALCO",8544,29614,38158,55930.51387,4859.5554,60790.06927,94304,935
"INDIGO",7347,52100,59447,53629.300215,6799.28352,60428.583735,98657,4875.9
"BEL",8168,70548,78716,50443.13268,8043.5944725,58486.7271525,186840,431.5
"NYKAA",6483,25693,32176,52482.91625,5889.01375,58371.93,20748,258.5
"ETERNAL",7258,48221,55479,51137.564345,6846.7753125,57984.3396575,154649,286.35
"RECLTD",8916,39663,48579,47393.02568,4937.20584,52330.23152,115493,382.6
"WIPRO",7100,21067,28167,49970.2617,2283.9546,52254.2163,90551,232.8
"HDFCBANK",9108,66151,75259,47773.87989,4086.3372,51860.21709,595793,949.5
"TMPV",15675,81663,97338,46401.5536,5434.11112,51835.66472,183048,372.85
"GODREJPROP",9759,56115,65874,45156.55518,6599.665985,51756.221165,72789,1682.1
"IOC",5318,30549,35867,45459.7937625,5929.7394,51389.5331625,40365,174.94
"IDEA",5803,21087,26890,46887.4499025,4470.5825625,51358.032465,138137,11.24
"JUBLFOOD",6856,30924,37780,45748.187125,5327.68825,51075.875375,29232,543.3
"TIINDIA",8133,72210,80343,39844.97986,8906.30676,48751.28662,31651,2383
"BAJFINANCE",6043,43965,50008,43585.458375,4066.529175,47651.98755,165945,966.55
"LUPIN",4278,25332,29610,40483.917385,5175.49649,45659.413875,26861,2214.4
"DIVISLAB",7030,19375,26405,42589.7252,2438.4365,45028.1617,49987,6151.5
"NTPC",7413,69071,76484,40697.0343,4259.5845,44956.6188,126716,366.7
"ADANIPORTS",5260,39105,44365,39192.702105,5384.199955,44576.90206,84516,1574.3
"JIOFIN",6233,42346,48579,39569.73146,4502.59107,44072.32253,127298,270
"DMART",6910,31509,38419,40139.847105,2965.94772,43105.794825,55158,3940.7
"SHRIRAMFIN",4911,16955,21866,39962.59344,2354.9163,42317.50974,72491,985.8
"PNB",3843,12774,16617,38297.1232,2418.3528,40715.476,52882,123.82
"MARUTI",4630,71587,76217,34769.41768,5264.266695,40033.684375,149320,15106
"ABCAPITAL",3415,13485,16900,35916.08447,2942.63501,38858.71948,38045,339.9
"HEROMOTOCO",3818,35610,39428,33094.34487,5371.60062,38465.94549,52151,5789.5
"HINDPETRO",3705,17449,21154,34983.3870675,3387.2205375,38370.607605,31969,456.5
"HCLTECH",6083,40017,46100,34553.464575,3068.231005,37621.69558,85633,1603.2
"HINDUNILVR",4595,36326,40921,33168.26253,4251.4002,37419.66273,76568,2367.2
"ADANIENT",4875,22169,27044,33568.1362668,3606.4368603,37174.5731271,114400,2231.4
"CANBK",3488,9906,13394,35112.466575,1963.963125,37076.4297,62159,148.57
"TATAPOWER",6168,54774,60942,32575.51237,4038.030035,36613.542405,83194,363
"M&M",4673,25304,29977,33336.02164,3082.4561,36418.47774,136980,3575.3
"HDFCAMC",4149,14174,18323,34332.1782,1890.76575,36222.94395,35808,2753.9
"ABB",4496,19261,23757,32259.0475375,3021.784275,35280.8318125,37732,5818.5
"ITC",6172,65363,71535,30952.47264,3420.36784,34372.84048,282708,310.2
"LT",4392,34660,39052,31260.04511,3019.21039,34279.2555,152854,4070.3
"NMDC",5463,20951,26414,31157.9514,2881.5291,34039.4805,76102,84.94
"UNOMINDA",4603,15836,20439,30826.494215,2459.98918,33286.483395,15589,1230.5
"SUZLON",6667,20724,27391,29466.9778775,2056.16936,31523.1472375,61354,48.96
"RVNL",6266,19021,25287,28847.3744275,2602.6478075,31450.022235,89234,317.9
"COFORGE",4578,20597,25175,27627.08955,2740.628475,30367.718025,57211,1598.3
"ASHOKLEY",2816,8768,11584,28113.483,1764.564,29878.047,48167,201.44
"BANKBARODA",3294,10910,14204,28099.24884,1652.8165875,29752.0654275,58774,289.7
"PERSISTENT",4379,26951,31330,26119.60106,3223.5912,29343.19226,41133,5962.5
"ONGC",4081,35111,39192,24548.440275,4013.08155,28561.521825,93854,269.15
"TECHM",2625,16562,19187,26002.63194,2501.20806,28503.84,52785,1636.1
"INDUSINDBK",4283,10043,14326,27354.53084,1116.39892,28470.92976,68275,904.8
"POWERINDIA",2813,5795,8608,26748.356455,1658.062705,28406.41916,11240,19022
"BDL",5376,44079,49455,23531.291805,4864.006105,28395.29791,63958,1270.5
"BHEL",3610,18229,21839,25697.32515,2657.668125,28354.993275,57381,269.05
"MANAPPURAM",3021,8092,11113,26220.2019,2068.8666,28289.0685,29538,290.95
"DLF",4917,18135,23052,26530.277235,1612.0943025,28142.3715375,91768,656.35
"VBL",5320,16552,21872,26531.290575,1529.130375,28060.42095,79094,439.4
"JINDALSTEL",3533,14280,17813,25906.1445625,2150.353,28056.4975625,32525,1176.6
"ADANIGREEN",4255,20242,24497,24628.02372,3425.30004,28053.32376,69211,959.9
"PAYTM",2971,8825,11796,26047.554805,1714.1213425,27761.6761475,42049,1206.8
"BPCL",3124,17274,20398,23780.672035,2632.6005425,26413.2725775,32327,379.7
"LTF",3893,12065,15958,24674.067675,1528.548525,26202.6162,41482,283.65
"TITAN",3307,19903,23210,23737.2220575,2245.590445,25982.8125025,81382,4082.7
"UPL",2311,10038,12349,23362.7066145,1750.2866975,25112.993312,37302,744.95
"SAIL",3181,5953,9134,23371.00521,1189.664,24560.66921,55932,157.52
"MAZDOCK",4551,16945,21496,21607.15996,2372.75066,23979.91062,50390,2395.5
"BANKINDIA",2610,7925,10535,22164.97296,1544.69172,23709.66468,19170,162.8
"CDSL",3393,11978,15371,21858.4214175,1389.867575,23248.2889925,48610,1350.3
"AMBER",3311,11883,15194,21017.25251,2198.54338,23215.79589,19514,6448.5
"LTIM",2502,12515,15017,21343.12569,1746.035625,23089.161315,27485,5690
"JSWSTEEL",2564,12043,14607,21284.6144175,1726.072065,23010.6864825,95733,1228.8
"NHPC",4144,21313,25457,20611.12768,2191.58592,22802.7136,25971,80.18
"IDFCFIRSTB",2691,8949,11640,21333.6473175,1244.3942875,22578.041605,51906,85.17
"UNIONBANK",2583,11277,13860,20338.1845575,1941.12006,22279.3046175,30386,177.2
"INDUSTOWER",2763,7712,10475,20808.03315,1194.77785,22002.811,68043,443.5
"SUNPHARMA",3346,28013,31359,19911.81248,1758.67783,21670.49031,122644,1706.8
"AUROPHARMA",2990,8598,11588,19567.36749,1108.676965,20676.044455,50864,1190
"CROMPTON",4348,10718,15066,19269.11628,1199.78244,20468.89872,47798,245.22
"COALINDIA",3188,17024,20212,18410.575455,1787.495985,20198.07144,78341,429.55
"SOLARINDS",2742,12082,14824,18336.57251,1519.22453,19855.79704,35933,13322
"TVSMOTOR",2821,8730,11551,18375.0595175,1106.3410225,19481.40054,65440,3725.1
"BHARATFORG",2270,7791,10061,17930.2359,1507.55085,19437.78675,24507,1574.7
"OIL",2476,10579,13055,17405.24296,2013.18068,19418.42364,25176,498.95
"FEDERALBNK",1249,4771,6020,17949.35,938.8465,18888.1965,23238,286.85
"TATAELXSI",3115,18184,21299,17044.83772,1642.09862,18686.93634,30222,5420
"POLYCAB",1866,8256,10122,17638.5426625,1037.7356875,18676.27835,37406,7530
"ANGELONE",2512,13626,16138,16623.618875,1966.545375,18590.16425,28713,2637.7
"NBCC",2635,5597,8232,17372.91725,1101.41785,18474.3351,22410,100.91
"CHOLAFIN",1605,4548,6153,17363.8614375,685.1438125,18049.00525,32034,1730.3
"GAIL",3412,8198,11610,17307.91818,594.683145,17902.601325,60350,160.1
"ASIANPAINT",2649,25314,27963,16098.94005,1697.359225,17796.299275,104437,2425.6
"POWERGRID",2896,28466,31362,15723.27596,2068.35938,17791.63534,93686,288.65
"BAJAJFINSV",3234,27693,30927,16272.42115,1507.4802,17779.90135,89400,2004.7
"MARICO",1684,11506,13190,15029.18424,1401.0168,16430.20104,32853,743.25
"VOLTAS",2733,14410,17143,14543.630475,1541.5192125,16085.1496875,45805,1430.9
"EICHERMOT",2015,9581,11596,14591.75503,1095.14022,15686.89525,51595,7201
"SWIGGY",3395,12974,16369,14090.59522,1551.21694,15641.81216,35883,319.45
"BIOCON",1571,5268,6839,14384.50125,1145.713,15530.21425,30024,366.7
"LAURUSLABS",1769,7691,9460,14537.06448,915.727015,15452.791495,42814,965.05
"TORNTPHARM",1539,1384,2923,15217.684075,198.327825,15416.0119,13229,3983.4
"ADANIENSOL",2170,4514,6684,14609.88549,802.031895,15411.917385,42526,1000.35
"YESBANK",2202,5588,7790,14727.2806,577.08849,15304.36909,54586,21.44
"LICHSGFIN",2840,4829,7669,14737.167,424.2551,15161.4221,48967,515.65
"KALYANKJIL",3009,13897,16906,13384.43957,1765.757805,15150.197375,53704,379.25
"WAAREEENER",2547,8564,11111,13771.0203925,1302.9168775,15073.93727,29397,3073.2
"GLENMARK",1945,4268,6213,14207.9983875,576.9546375,14784.953025,41098,1969.5
"DRREDDY",1751,10302,12053,13671.371375,972.647,14644.018375,39249,1248.6
"PIDILITIND",1814,8904,10718,13399.709,1010.2613,14409.9703,25057,1464
"SBICARD",2334,5760,8094,13882.53632,421.74776,14304.28408,42750,746.3
"MAXHEALTH",2376,10465,12841,12849.1395375,1111.45272,13960.5922575,43306,1032.3
"BAJAJ-AUTO",1764,12898,14662,12775.2544575,1178.01717,13953.2716275,68434,9659
"BAJAJHLDNG",1933,28951,30884,10802.455865,3141.72651,13944.182375,9374,10994
"AMBUJACEM",2294,8331,10625,12835.259115,751.20129,13586.460405,69348,528.6
"PAGEIND",2515,8908,11423,12798.9913515,633.1581689999999,13432.1495205,27215,34635
