"Symbol","Volume (Contracts) - Futures","Volume (Contracts) - Options","Volume (Contracts) - Total","Value (₹ Lakhs) - Futures","Value (₹ Lakhs) - Options (Premium)","Value (₹ Lakhs) - Total","Open Interest (Contracts)","Underlying"
"NIFTY",33907,49003536,49037443,579965.4133455,1812824.0436085002,2392789.456954,7208939,26146.55
"ITC",125244,934727,1059971,750921.9616,81250.22256,832172.18416,328266,363.95
"BANKNIFTY",12457,1054957,1067414,224059.39701,135638.350284,359697.747294,768877,59711.55
"IDEA",36822,103133,139955,304362.5428575,29533.427115,333895.9699725,154736,11.63
"INDUSTOWER",18596,81155,99751,137841.66542,14818.3713,152660.03672,75443,435
"RELIANCE",16098,161290,177388,127925.10115,15594.2236,143519.32475,290513,1572.9
"DIXON",18922,122126,141048,114193.680515,19073.90682,133267.587335,132052,12180
"BAJFINANCE",11966,38389,50355,88150.138275,4900.808475,93050.94675,179324,975.6
"MIDCPNIFTY",3732,165068,168800,62078.861376,24356.350391999997,86435.211768,91349,13843.6
"ASHOKLEY",8041,64914,72955,72682.544,11405.631,84088.175,53974,185
"RECLTD",14770,82297,97067,75558.3206,8161.3203,83719.6409,104919,368.5
"ICICIBANK",8362,27622,35984,78928.41215,3295.73559,82224.14774,238730,1337.6
"HDFCBANK",14162,44603,58765,77738.90245,3000.626915,80739.529365,472739,991.15
"M&M",8814,81067,89881,66594.20396,10256.67484,76850.8788,113683,3755
"SHRIRAMFIN",7777,47892,55669,65048.95551,9227.2299075,74276.1854175,91761,1020
"BAJAJ-AUTO",8692,82978,91670,62074.278075,9379.904985,71454.18306,68589,9585
"INDUSINDBK",10446,47326,57772,64649.82188,6310.05326,70959.87514,92704,890.35
"INDIGO",7985,67284,75269,61630.10907,8817.7248,70447.83387,103413,5109
"CANBK",6303,17460,23763,66087.981675,4125.735,70213.716675,40605,154.39
"ADANIENT",8552,47401,55953,60150.798989099996,7097.7913674,67248.59035649999,106954,2254.4
"MCX",4017,33422,37439,55638.672475,9548.6539125,65187.3263875,48133,11015
"SBIN",7667,60961,68628,56825.168625,5416.329525,62241.49815,147901,984.6
"BANKBARODA",6379,34901,41280,56318.84037,5820.8930325,62139.7334025,46238,301.4
"TATASTEEL",5567,32946,38513,55773.1471,5417.73155,61190.87865,80174,181.74
"LT",7777,46409,54186,56444.3005525,4394.56164,60838.8621925,106071,4136
"APLAPOLLO",8238,26243,34481,57121.464155,3662.82161,60784.285765,33010,1970
"AXISBANK",6870,30913,37783,54878.4475625,3107.7498125,57986.197375,158027,1273.6
"MARUTI",6157,60837,66994,51697.302875,6180.085115,57877.38799,89104,16713
"INFY",7994,47578,55572,52318.0576,5231.84428,57549.90188,229354,1629.5
"UPL",4828,19309,24137,52446.6916525,4142.7291685,56589.42082100001,42210,806.4
"KOTAKBANK",5923,29990,35913,52484.04536,3442.55544,55926.6008,118733,2217
"BHARTIARTL",5112,29404,34516,51657.3746575,3412.64795,55070.0226075,124992,2111.4
"TCS",8580,60972,69552,48527.670695,4842.500705,53370.1714,196770,3225
"TMPV",16599,83191,99790,49098.55536,4215.41336,53313.96872,187259,368.55
"BHEL",6134,28173,34307,47135.7418875,5602.187325,52737.9292125,44068,291.8
"SAIL",6903,23235,30138,48333.28942,4247.64568,52580.9351,64267,147.91
"HEROMOTOCO",5382,35619,41001,47036.08134,5237.32596,52273.4073,55720,5837
"ETERNAL",6783,27340,34123,46816.53202,4056.0537875,50872.5858075,145280,283.55
"PFC",9726,52977,62703,45747.00104,5091.64318,50838.64422,100708,363.7
"PNBHOUSING",6916,28259,35175,44340.33747,4919.14982,49259.48729,32074,984.5
"HINDZINC",5448,28814,34262,41051.20432,5836.301555,46887.505875,75246,610.45
"TVSMOTOR",5838,49259,55097,38728.983405,7227.858295,45956.8417,58242,3794.4
"BSE",4021,22708,26729,39778.9156875,5626.92345,45405.8391375,61542,2627
"NTPC",8307,46021,54328,41793.67395,2955.35985,44749.0338,87288,336.1
"VEDL",5850,23579,29429,40640.187755,3442.10709,44082.294845,132643,602.4
"ADANIENSOL",5280,30707,35987,37685.288475,5839.562295,43524.85077,33487,1049
"LTF",5386,21257,26643,38739.2769,3706.597125,42445.874025,33315,317
"PNB",3861,8870,12731,38515.9192,1728.1944,40244.1136,44325,123.76
"HINDALCO",5869,30200,36069,36777.46604,3462.6865,40240.15254,122171,894.3
"JSWSTEEL",4556,32376,36932,36167.1209325,3552.66756,39719.7884925,98325,1170
"ADANIGREEN",5540,31857,37397,34448.361,5035.24968,39483.61068,57666,1025.9
"HAL",5462,21046,26508,36073.27524,2297.824515,38371.099755,106214,4400
"BEL",5897,32903,38800,33567.10221,2916.0637125,36483.1659225,136410,397.85
"JSWENERGY",6256,34184,40440,31229.8192,4156.9779,35386.7971,55486,501.7
"ABCAPITAL",2800,18248,21048,31385.08014,3714.90763,35099.98777,34391,362
"EICHERMOT",4248,30487,34735,31255.36164,3334.14264,34589.50428,48201,7349
"NATIONALUM",2682,9548,12230,31697.6145,2641.366125,34338.980625,28705,315
"HINDPETRO",3027,16598,19625,30655.961055,3473.6471325,34129.6081875,27366,497.45
"ASTRAL",5013,18624,23637,30313.999055,2154.487605,32468.48666,26678,1436
"MOTHERSON",3970,13526,17496,29844.51336,2357.766705,32202.280065,34789,122.55
"DMART",5422,16153,21575,30343.528215,1707.201585,32050.7298,50596,3714.2
"UNITDSPR",5075,29587,34662,28791.4288,2710.2884,31501.7172,45293,1405.5
"JINDALSTEL",4325,19002,23327,28793.736375,2706.1361875,31499.8725625,32653,1067.2
"COALINDIA",5441,20219,25660,29515.20849,1577.715435,31092.923925,81016,400.3
"DLF",4648,17985,22633,26510.0601975,1868.69463,28378.7548275,80443,691.65
"HINDUNILVR",3801,22300,26101,26484.49056,1884.10146,28368.59202,68070,2323
"TITAN",3543,26337,29880,25221.6490575,2894.98314,28116.6321975,87257,4049.4
"CHOLAFIN",2307,11857,14164,24899.77575,2371.0388125,27270.8145625,30455,1723.7
"ADANIPORTS",3534,21551,25085,25022.74122,2229.6267725,27252.3679925,71896,1478.3
"BPCL",3259,16147,19406,24763.0897675,2333.3592075,27096.448975,22898,381
